Title,Year,Source title,DOI,Link
"Oblivious neural network predictions via MiniONN transformations",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041445426&doi=10.1145%2f3133956.3134056&partnerID=40&md5=db35a7d8863f2f3a58e8b46c6c4afec7"
"Imperfect forward secrecy: How diffie-hellman fails in practice",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954137569&doi=10.1145%2f2810103.2813707&partnerID=40&md5=743704fd25edf3be7943f253df106ff3"
"Limiting the impact of stealthy attacks on Industrial Control Systems",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995482299&doi=10.1145%2f2976749.2978388&partnerID=40&md5=6fa10e6484af3c0ee8aaf219ff7863cf"
"Targeted online password guessing: An underestimated threat",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995390356&doi=10.1145%2f2976749.2978339&partnerID=40&md5=653f38e71e3c084a2f68ae5c9dbde3ca"
"ABY3: A mixed protocol framework for machine learning",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056817117&doi=10.1145%2f3243734.3243760&partnerID=40&md5=a1ad7d26246ed66cb023c9e9125366df"
"Scalable graph-based bug search for firmware images",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995458914&doi=10.1145%2f2976749.2978370&partnerID=40&md5=8028d7f986a44dfb40feaf1750ddb4b7"
"Evaluating fuzz testing",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056856512&doi=10.1145%2f3243734.3243804&partnerID=40&md5=211fa902079e0b1bd976508222f0deef"
"Frodo: Take off the ring! Practical, quantum-secure key exchange from LWE",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995478841&doi=10.1145%2f2976749.2978425&partnerID=40&md5=5eaee556f4d440b675a17f2d744bb209"
"Key reinstallation attacks: Forcing nonce Reuse in WPA2",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040343633&doi=10.1145%2f3133956.3134027&partnerID=40&md5=55a7965885a287aba64c6f5a85b35d79"
"Σoφoζ - Forward secure searchable encryption",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995468301&doi=10.1145%2f2976749.2978303&partnerID=40&md5=0d811708084908924032ef5915a665f6"
"Provably-Secure logic locking: From theory to practice",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956:3133985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041439740&doi=10.1145%2f3133956%3a3133985&partnerID=40&md5=b302548b035e89c341ac0fcb37a64393"
"Heavy hitter estimation over set-valued data with local differential privacy",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995468307&doi=10.1145%2f2976749.2978409&partnerID=40&md5=1c025c33286ca79358961f26c330661b"
"Forward and backward private searchable encryption from constrained cryptographic primitives",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3133980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041433440&doi=10.1145%2f3133956.3133980&partnerID=40&md5=ef79af44c046d25f37162bf8ac0c1845"
"The spy in the sandbox: Practical cache attacks in JavaScript and their implications",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954143957&doi=10.1145%2f2810103.2813708&partnerID=40&md5=a8f54043cad1754a49f4fcf3637a70ec"
"Reliable third-party library detection in Android and its security applications",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995529389&doi=10.1145%2f2976749.2978333&partnerID=40&md5=069feb83976800a2f43f8f26942f1b30"
"MASCOT: Faster malicious arithmetic secure computation with oblivious transfer",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995469207&doi=10.1145%2f2976749.2978357&partnerID=40&md5=7199170c083aa66dc651f4237ad25f36"
"On the instability of Bitcoin without the block reward",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995503376&doi=10.1145%2f2976749.2978408&partnerID=40&md5=85f1c321e29dc6423aebd1ca68544149"
"Secure deduplication of encrypted data without additional independent servers",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954136616&doi=10.1145%2f2810103.2813623&partnerID=40&md5=a3d656d6d59847f853653a2220b11bb9"
"Machine learning models that remember too much",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041447518&doi=10.1145%2f3133956.3134077&partnerID=40&md5=f14307ec1c71d3615eaeda96847ca991"
"Leaky cauldron on the dark land: Understanding memory side-channel hazards in SGX",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037079682&doi=10.1145%2f3133956.3134038&partnerID=40&md5=fb14fe6cd4da86a7dca935755b16f105"
"High-throughput semi-honest secure three-party computation with an honest majority",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995468266&doi=10.1145%2f2976749.2978331&partnerID=40&md5=3a9e1e291585a6baeb92cd3e0c24abbe"
"Drammer: Deterministic Rowhammer attacks on mobile platforms",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995387443&doi=10.1145%2f2976749.2978406&partnerID=40&md5=efc06c9fe815f8b92e04e90962a754cb"
"Generic attacks on secure outsourced databases",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995467034&doi=10.1145%2f2976749.2978386&partnerID=40&md5=af67b94c1e01f2e0ddf45f11afaa02e3"
"A formal analysis of 5g authentication",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056873194&doi=10.1145%2f3243734.3243846&partnerID=40&md5=f09fb3d827820f654dd0736aa34caa93"
"Practical context-sensitive CFI",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954175453&doi=10.1145%2f2810103.2813673&partnerID=40&md5=d65330668d21efed425cb3f99e1ebd78"
"Control Jujutsu: On the weaknesses of fine-grained control flow integrity",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954145711&doi=10.1145%2f2810103.2813646&partnerID=40&md5=8f0a551608d65907e4ced429abe2a2c8"
"SEDA: Scalable embedded device attestation",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954133013&doi=10.1145%2f2810103.2813670&partnerID=40&md5=85b8f7c4b64fed63140dcb6878d70204"
"C-FLAT: Control-flow attestation for embedded systems software",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995527905&doi=10.1145%2f2976749.2978358&partnerID=40&md5=1e17341302c40062cd75eede3167c4b2"
"Acing the IOC game: Toward automatic discovery and analysis of open-source cyber threat intelligence",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995487916&doi=10.1145%2f2976749.2978315&partnerID=40&md5=a15432c9e208c08eb3ae17d8c648af9a"
"Ligero: Lightweight sublinear arguments without a trusted setup",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033795833&doi=10.1145%2f3133956.3134104&partnerID=40&md5=aa10ba23fa552408c167e533b995750d"
"Tampering with the delivery of blocks and transactions in Bitcoin",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954139059&doi=10.1145%2f2810103.2813655&partnerID=40&md5=b99aff8c5fcd107663fac801284f037b"
"When good becomes evil: Keystroke inference with smartwatch",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813668","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954116930&doi=10.1145%2f2810103.2813668&partnerID=40&md5=0176a7d2bfb8f0403fc6dae300cb1e2f"
"Be Selfish and Avoid Dilemmas: Fork after Withholding (FAW) attacks on bitcoin",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041437538&doi=10.1145%2f3133956.3134019&partnerID=40&md5=9646e056e143b300cbe2eb8f64f42f2a"
"CCFI: Cryptographically enforced control flow integrity",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954161880&doi=10.1145%2f2810103.2813676&partnerID=40&md5=057f43f64a16aa3451a7cd4d860f2ea8"
"A hybrid approach to privacy-preserving federated learning",2019,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3338501.3357370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075896603&doi=10.1145%2f3338501.3357370&partnerID=40&md5=ccd9abae96975c4ed19f93bc195bf5eb"
"Deep fingerprinting: Undermining website fingerprinting defenses with deep learning",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056817554&doi=10.1145%2f3243734.3243768&partnerID=40&md5=c4ebd2159d92eda429ce4c99af27991f"
"Prefetch Side-Channel Attacks: Bypassing SMAP and kernel ASLR",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978356","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995394469&doi=10.1145%2f2976749.2978356&partnerID=40&md5=2081987dc37480dfa56fa2ba0cf5ed83"
"VCCFinder: Finding potential vulnerabilities in open-source projects to assist code audits",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954179224&doi=10.1145%2f2810103.2813604&partnerID=40&md5=717198cb840a8d793b59c8e29fa5bb55"
"Demystifying incentives in the consensus computer",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954102636&doi=10.1145%2f2810103.2813659&partnerID=40&md5=dea8554e346cedd79637d31da6f87852"
"Bolt: Anonymous payment channels for decentralized currencies",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041443426&doi=10.1145%2f3133956.3134093&partnerID=40&md5=8a89e1050b170260fabf61912669666c"
"On the security and scalability of Bitcoin's blockchain",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2976756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995467634&doi=10.1145%2f2976749.2976756&partnerID=40&md5=5f33e195b6099938d80332fedfab3582"
"The ring of gyges: Investigating the future of criminal smart contracts",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995514219&doi=10.1145%2f2976749.2978362&partnerID=40&md5=810823b09a899f7771fea49ab7b09f41"
"Error handling of in-vehicle networks makes them vulnerable",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995468208&doi=10.1145%2f2976749.2978302&partnerID=40&md5=aafdbb2fd2e1942b0f46f79dd4919b8d"
"Post-quantum zero-knowledge and signatures from symmetric-key primitives",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3133997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033712703&doi=10.1145%2f3133956.3133997&partnerID=40&md5=d5e5adb5bd1c3c514e420cc53c5565eb"
"When CSI meets public WiFi: Inferring your mobile phone password via WiFi signals",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995466501&doi=10.1145%2f2976749.2978397&partnerID=40&md5=4e4bbdb5fcbf884b1796488514e587e5"
"Detecting cyber attacks in industrial control systems using convolutional neural networks",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3264888.3264896","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056734630&doi=10.1145%2f3264888.3264896&partnerID=40&md5=65d8afda12d2b2ab2ca6d18b2bda9f0b"
"Order-revealing encryption: New constructions, applications, and lower bounds",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995400172&doi=10.1145%2f2976749.2978376&partnerID=40&md5=60fbdb72ca3a26805ea50e930fe26549"
"Frequency-hiding order-preserving encryption",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954182330&doi=10.1145%2f2810103.2813629&partnerID=40&md5=979df73ab09a36aa9247dd01ebb14c72"
"Machine learning with membership privacy using adversarial regularization",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056846596&doi=10.1145%2f3243734.3243855&partnerID=40&md5=f566cded812e381f9377c132b36847da"
"TaintART: A practical multi-level information-flow tracking system for Android RunTime",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995478853&doi=10.1145%2f2976749.2978343&partnerID=40&md5=b274f7af73d4721252e53fc63b5b56d7"
"Strong non-interference and type-directed higher-order masking",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995528466&doi=10.1145%2f2976749.2978427&partnerID=40&md5=69d5da41bdce0792a18e757507924b93"
"ECDSA key extraction from mobile devices via nonintrusive physical side channels",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995529387&doi=10.1145%2f2976749.2978353&partnerID=40&md5=d2ee6cc73e69891e9950325ab2f9ec1b"
"Efficient batched oblivious PRF with applications to private set intersection",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995387186&doi=10.1145%2f2976749.2978381&partnerID=40&md5=57d765d3e7e280496707bb8d9f18d964"
"Fast private set intersection from homomorphic encryption",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041431930&doi=10.1145%2f3133956.3134061&partnerID=40&md5=c242ef11f9a53e4bc6cb072041fadcfb"
"Revive: Rebalancing Off-Blockchain payment networks",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041431814&doi=10.1145%2f3133956.3134033&partnerID=40&md5=0e1dfdaafb13d5ea06b5002a05e6f6df"
"Adversarial sensor attack on LiDAR-based perception in autonomous driving",2019,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3319535.3339815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075909173&doi=10.1145%2f3319535.3339815&partnerID=40&md5=ac61c1bc14ac2dda33b2a1f3d07e278a"
"Ouroboros genesis: Composable proof-of-stake blockchains with dynamic availability",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056893908&doi=10.1145%2f3243734.3243848&partnerID=40&md5=eb65f09fe1eaeef8e805e472a8b14b56"
"Lemna: Explaining deep learning based security applications",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056873197&doi=10.1145%2f3243734.3243792&partnerID=40&md5=d92c093a5436490cde83d079d8a9fdc7"
"Viden: Attacker identification on in-vehicle networks",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041450534&doi=10.1145%2f3133956.3134001&partnerID=40&md5=a9d4c6212006bc9aed93eec874066e84"
"Concurrency and privacy with payment-channel networks",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041445266&doi=10.1145%2f3133956.3134096&partnerID=40&md5=6d5f0c5d8638cc80e65caa9f98c639a9"
"Timely rerandomization for mitigating memory disclosures",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954119725&doi=10.1145%2f2810103.2813691&partnerID=40&md5=c8af0997a76d9135228b67958d055d29"
"Forward secure dynamic searchable symmetric encryption with e‡icient updates",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3133970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041436510&doi=10.1145%2f3133956.3133970&partnerID=40&md5=5fe099bf232fa002b8a8e7b65b58bce1"
"Data Breaches, phishing, or malware? understanding the risks of stolen credentials",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041432618&doi=10.1145%2f3133956.3134067&partnerID=40&md5=c4fe4e54d32d09851ed237b2c2a37432"
"SANA: Secure and scalable aggregate network attestation",2016,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2976749.2978335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995469386&doi=10.1145%2f2976749.2978335&partnerID=40&md5=1beddd0ce46280d5cf567019a2424b8a"
"HACL.: A verified modern cryptographic library",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041431173&doi=10.1145%2f3133956.3134043&partnerID=40&md5=f92545b873b473d352e8257f73722622"
"Per-input control-flow integrity",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954150177&doi=10.1145%2f2810103.2813644&partnerID=40&md5=639e0a59054f9015844ab46c982a1036"
"Face/off: Preventing privacy leakage from photos in social networks",2015,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/2810103.2813603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954096522&doi=10.1145%2f2810103.2813603&partnerID=40&md5=5732058bb2a7616b9c93043fea75a9e0"
"ret2spec: Speculative execution using return stack buffers",2018,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3243734.3243761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056905425&doi=10.1145%2f3243734.3243761&partnerID=40&md5=0d6385f1445a74774a98852b84d9fae2"
"Betrayal, distrust, and Rationality: Smart counter-collusion contracts for verifiable cloud computing",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3134032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041450112&doi=10.1145%2f3133956.3134032&partnerID=40&md5=47c13a5eb4def1dc3903ec7d03def836"
"Global-scale secure multiparty computation",2017,"Proceedings of the ACM Conference on Computer and Communications Security","10.1145/3133956.3133979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037843289&doi=10.1145%2f3133956.3133979&partnerID=40&md5=5d761a2e69431f036c6219e1fb8b2904"
